id,rank,symbol,name,supply,maxSupply,marketCapUsd,volumeUsd24Hr,priceUsd,changePercent24Hr,vwap24Hr,explorer
perpetual-protocol,232,PERP,Perpetual Protocol,66002156.9500000000000000,,99530184.0951245349808313,837414510.5411876623945642,1.5079838098400894,-0.2077579268247064,1.4904683474938760,https://etherscan.io/token/0xbc396689893d065f41bc2c6ecbee5e0085233447
ultra,233,UOS,Ultra,366088327.6090000000000000,,99098605.2092293218600459,851157.1439278909426545,0.2706958887666897,-0.6783333480621500,0.2715660780370755,https://etherscan.io/token/0xd13c7342e1ef687c5ad21b27c2b65d772cab5c8c
verge,234,XVG,Verge,16521951235.7413480000000000,,97920204.9370469589156068,2900341.8654942362193434,0.0059266731598396,3.7388119497917430,0.0057945130537893,https://verge-blockchain.info/
badger-dao,235,BADGER,Badger DAO,18868746.8413939500000000,21000000.0000000000000000,97737070.6931024318547348,9420779.7229691464022843,5.1798389959151095,3.4938937304363128,5.0455522015369229,https://blockscout.com/xdai/mainnet/tokens/0xdfc20AE04ED70bd9c7D720F449eEDAe19F659D65/token-transfers
clover,236,CLV,CLV,803717460.0000000000000000,,97208809.6165919704356840,24526162.0209475820002440,0.1209489832615954,0.9552590170805139,0.1200350243679008,https://clover.subscan.io/
cortex,237,CTXC,Cortex,219482704.5000000300000000,299792458.0000000000000000,93442547.8207850231267503,6973054.8772278262676709,0.4257399143757362,0.7012032329309988,0.4171809591258353,https://etherscan.io/token/0xea11755ae41d889ceec39a63e6ff75a02bc1c00d
ren,238,REN,Ren,999127500.3618875000000000,1000000000.0000000000000000,91502967.0672610952861795,8563390.8018789011057276,0.0915828730908902,2.8348463475596908,0.0897110972033367,https://etherscan.io/token/0x408e41876cccdc0f92210600ef50372656052a38
tomochain,239,VIC,Viction,96830754.0000000000000000,,89533986.8123688018335742,1972745.8615004605703437,0.9246441147444623,1.7712135206960685,0.9027136670475652,https://etherscan.io/token/0x8b353021189375591723e7384262f45709a3c3dc
district0x,240,DNT,district0x,1000000000.0000000000000000,,84636731.1356520000000000,2403622.5934595955107187,0.0846367311356520,1.2404727438123887,0.0954438631999219,https://etherscan.io/token/district0x
certik,241,CTK,Shentu,80555350.6902500000000000,,83854336.5685004246076860,5948880.8849217278075175,1.0409530322937284,6.6815880957073415,1.0040506790224407,https://bscscan.com/token/0xa8c2b8eec3d368c0253ad3dae65a5f2bbb89c929
automata-network,242,ATA,Automata Network,488125979.2500000000000000,,83245473.6353302996521793,3752540.9213278447946573,0.1705409610921263,3.0071855548837728,0.1662560747976922,https://etherscan.io/token/0xA2120b9e674d3fC3875f415A7DF52e382F141225
swipe,243,SXP,SXP,194568788.6091759500000000,,83199396.1235116030986408,10223195.8135474465434837,0.4276091593016573,1.7095296010289117,0.4216675676153579,https://etherscan.io/token/0x8ce9137d39326ad0cd6491fb5cc0cba0e089b6a9
playdapp,244,PDA,PlayDapp,568618117.5120739000000000,700000000.0000000000000000,83097076.2001283754515920,7334888.0614448218817954,0.1461386361794283,5.1829569820847740,0.1399525379979951,https://etherscan.io/token/0x3a4f40631a4f906c2BaD353Ed06De7A5D3fCb430
streamr,245,DATA,Streamr,1003693853.0000000000000000,,82385594.4077291010279911,6448037.3975555377665304,0.0820823941099987,-1.6624494921271222,0.0812682137109870,https://etherscan.io/token/0x0cf0ee63788a0849fe5297f3407f701e122cc023
singularitydao,246,SDAO,SingularityDAO,82733203.7600000000000000,100000000.0000000000000000,81685068.4223818431216666,908876.1498043193257321,0.9873311404613475,-1.4695681440907639,0.9880971368834989,https://etherscan.io/token/0x993864e43caa7f7f12953ad6feb1d1ca635b875f
energy-web-token,247,EWT,Energy Web Token,30062138.0000000000000000,,80477262.2714359676468342,1682394.5363241071791893,2.6770305648731959,3.9446271533292788,2.6190565098863186,https://explorer.energyweb.org/
linear,248,LINA,Linear Finance,6078373228.7816640000000000,10000000000.0000000000000000,80233052.4258606712016414,8284716.2374799860060303,0.0131997574689803,1.2169101478722663,0.0131841273594247,https://etherscan.io/token/0x3e9bc21c9b189c09df3ef1b824798658d5011937
dia,249,DIA,DIA,110617604.0000000000000000,200000000.0000000000000000,80148654.9937960754761172,27695321.0696414114178340,0.7245560570431093,18.9012193290905379,0.7133747583645348,
tokenlon-network-token,250,LON,Tokenlon Network Token,104965159.9615589200000000,200000000.0000000000000000,79641515.8453870419079939,104720.6221647690930747,0.7587423853262732,-0.7305228074191433,0.7549521737188839,https://etherscan.io/token/0x0000000000095413afc295d19edeb1ad7b71c952
elastos,251,ELA,Elastos,22003213.0000000000000000,28219999.0000000000000000,76429659.9326070310006765,202119.4281423343124181,3.4735681526423905,2.6255334210171038,3.4413106184525326,https://blockchain.elastos.org/
persistence,252,XPRT,Persistence One,188404890.3413950000000000,,75287355.5208492585340518,431646.3592405685190248,0.3996040409801807,-0.5373149796665822,0.3932196921461053,https://explorer.persistence.one/
orion-protocol,253,ORN,Orion,34146255.0000000000000000,100000000.0000000000000000,75125412.3022733995690740,12785581.6171077407297364,2.2001069312659148,-6.8178405973821754,2.2752978645200509,https://etherscan.io/token/0x0258F474786DdFd37ABCE6df6BBb1Dd5dfC4434a
dego-finance,254,DEGO,Dego Finance,20997212.6326706900000000,21000000.0000000000000000,74468892.5459547776250303,3830015.5629806989423175,3.5466084879325664,0.6558552222916357,3.4951241709323839,https://etherscan.io/token/0x88ef27e69108b2633f8e1c184cc37940a075cc02
lto-network,255,LTO,LTO Network,425950777.1520936000000000,500000000.0000000000000000,73722647.4149429524567865,16355368.9826246239006012,0.1730778563378907,-0.2558423495214771,0.1811667918556001,https://etherscan.io/token/0x3db6ba6ab6f95efed1a6e794cad492faaabf294d
dextools,256,DEXT,DEXTools,85319919.3623009500000000,200000000.0000000000000000,72108543.5603509082348704,158131.3673683133272015,0.8451548489415526,-0.9961761509434776,0.8178233347595192,https://etherscan.io/token/0x26ce25148832c04f3d7f26f32478a9fe55197166
reef,257,REEF,Reef,22821409581.0000000000000000,,71374633.1206519862773971,21660206.4619891274407707,0.0031275295624191,-0.8407751815546687,0.0030897783140478,https://etherscan.io/token/0xfe3e6a25e6b192a42a44ecddcd13796471735acf
measurable-data-token,258,MDT,Measurable Data Token,676157012.5000000000000000,1000000000.0000000000000000,69935594.0468111086457813,7306201.9498220509461423,0.1034309971706625,2.8834246206888777,0.1018596442003909,https://etherscan.io/token/0x814e0908b12a99fecf5bc101bb5d0b8b5cdf7d26
alchemix,259,ALCX,Alchemix,2162975.1914547100000000,,69261410.6797957664114408,348468.8579861814494080,32.0213615733678256,1.1275419444171967,31.3087620240544713,https://etherscan.io/token/0xdbdb4d16eda451d0503b854cf79d55697f90c8df
funtoken,260,FUN,FUNToken,10962808529.3980260000000000,,69128995.6059550654459654,2055596.5335381115170166,0.0063057742384698,2.7072735470691690,0.0061402244226518,
aleph-im,261,ALEPH,Aleph.im,247220482.1448135000000000,,68005118.0748023593275205,207426.4159206912136526,0.2750788182468119,-7.3590728024144028,0.2831858569873640,https://etherscan.io/token/0x27702a26126e0b3702af63ee09ac4d1a084ef628
wirex-token,262,WXT,Wirex Token,10000000000.0000000000000000,10000000000.0000000000000000,66192551.5391120000000000,1823730.5826413271459330,0.0066192551539112,7.4410087706012995,0.0064604528951355,https://etherscan.io/token/0xa02120696c7B8fE16C09C749E4598819b2B0E915
idex,263,IDEX,IDEX,807488993.0400000000000000,,64770728.8031554583509242,3231799.5607611545252292,0.0802125222280856,6.4527805065450988,0.0770218769571077,https://etherscan.io/token/0xb705268213d593b8fd88d3fdeff93aff5cbdcfae
bonfida,264,FIDA,Bonfida,120834567.2279260800000000,,63536162.7017676059686225,5399310.9088736408804137,0.5258111495688277,0.7600886235950508,0.5246649061123398,https://explorer.solana.com/
utrust,265,UTK,xMoney,500000000.0000000000000000,500000000.0000000000000000,62865270.9483577500000000,14706115.8118392724535460,0.1257305418967155,-0.5773509171370699,0.1329451448483299,https://etherscan.io/token/0x70a72833d6bf7f508c8224ce59ea1ef3d0ea3a38
kin,266,KIN,Kin,2935737051545.0000000000000000,2935737051545.0000000000000000,61531035.5904407205316325,201526.1354764152138741,0.0000209593143085,-5.7448441173548105,0.0000212306858218,https://etherscan.io/token/0x818fc6c2ec5986bc6e2cbf00939d90556ab12ce5
enzyme,267,MLN,Enzyme,2665562.9451262400000000,2669203.3819035200000000,60865783.6566324399353886,3660932.9561889163611631,22.8341198124472955,9.5560164079035186,21.5249835434996538,https://etherscan.io/token/0xec67005c4E498Ec7f55E092bd1d35cbC47C91892
router-protocol,268,ROUTE,Router Protocol,14845305.0938000000000000,20000000.0000000000000000,60767115.8062160781222327,1288207.9186634017712774,4.0933558065839202,4.8920193132201754,4.0120826191528980,https://etherscan.io/token/0x16eccfdbb4ee1a85a33f3a9b21175cd7ae753db4
rally,269,RLY,Rally,5184265005.8103300000000000,15000000000.0000000000000000,60720174.7748527064391525,720482.6638166106299694,0.0117123979400744,-2.6390493595851999,0.0117242039797357,https://etherscan.io/token/0xf1f955016EcbCd7321c7266BccFB96c68ea5E49b
morpheus-network,270,MNW,Morpheus.Network,47180013.8588000000000000,47897218.0000000000000000,59329761.6391547815179781,306650.2697093481479445,1.2575189531888748,0.7457959699878288,1.2658157670675394,https://etherscan.io/token/0x7b0c06043468469967dba22d1af33d77d44056c8
irisnet,271,IRIS,IRISnet,1608714082.6837240000000000,,59057745.3404417390813634,1021384.8182614502905483,0.0367111508354046,1.8775301325890592,0.0357763814172387,https://www.irisplorer.io/#/home
litentry,272,LIT,Litentry,39619382.6300000000000000,100000000.0000000000000000,58070003.9217433118583755,4244432.1233606198421719,1.4656968399546036,2.7893702095644284,1.4209877300510726,https://etherscan.io/token/0xb59490ab09a0f526cc7305822ac65f2ab12f9723
aavegotchi,273,GHST,Aavegotchi,52747801.2140684900000000,,58047768.8767897647896349,3502759.2591508017324607,1.1004775088389411,-3.4877370191598650,1.1133237679214671,https://etherscan.io/token/0x3F382DbD960E3a9bbCeaE22651E88158d2791550
wanchain,274,WAN,Wanchain,197680744.8427314000000000,210000000.0000000000000000,56718867.4381785023306476,2264840.5986451671674327,0.2869215587147967,-1.6894006496653605,0.2831003665048729,https://explorer.wanchain.org/
stratos,275,STOS,Stratos,38800874.0000000000000000,,56692105.7002867135469180,263320.5671006425244144,1.4611038323592070,-0.9882977927448995,1.4609459702305444,https://etherscan.io/token/0x08c32b0726C5684024ea6e141C50aDe9690bBdcc
bella-protocol,276,BEL,Bella Protocol,65000000.0000000000000000,,56271970.2750996960000000,5612424.2023088909537834,0.8657226196169184,3.6705661332763700,0.8448401970516833,https://etherscan.io/token/0xa91ac63d040deb1b7a5e4d4134ad23eb0ba07e14
rarible,277,RARI,Rarible,23834553.0039532300000000,,55689931.9815214515839051,569083.0717276196021475,2.3365209312834458,-2.0461529890429496,2.3996805560748134,https://etherscan.io/token/0xfca59cd816ab1ead66534d82bc21e7515ce441cf
velas,278,VLX,Velas,2569404521.7672377000000000,,55456860.2956743371952167,156940.3780167951237925,0.0215835458472421,5.0667351748215198,0.0204969444034446,https://explorer.velas.com/
abbc-coin,279,ABBC,ABBC Coin,1723274274.2358682000000000,1725109280.0400000000000000,54206383.9484934986715746,353249.2110412226121365,0.0314554593885118,-2.3242307291469116,0.0316790098431500,
ampleforth,280,AMPL,Ampleforth,28274493.6000000000000000,395345189.0000000000000000,53698076.4256971950369974,9551602.1265171539916106,1.8991702268965551,-1.5630743461529439,1.9852256665676440,https://etherscan.io/token/0xd46ba6d942050d489dbd938a2c909a5d5039a161
assemble-protocol,281,ASM,Assemble Protocol,1469999910.0000000000000000,1500000000.0000000000000000,53643883.1700097741635090,1781631.9176651136035222,0.0364924397648499,-0.6020084476663400,0.0383742985944499,https://etherscan.io/token/0x2565ae0385659badcada1031db704442e1b69982
hackenai,282,HAI,Hacken Token,645734145.0000000000000000,1000000000.0000000000000000,52541073.0458004471433185,303121.0412696986910481,0.0813664159664353,2.4806773375276757,0.0803875197022271,https://etherscan.io/token/0x05Fb86775Fd5c16290f1E838F5caaa7342bD9a63
thunder-token,283,TT,ThunderCore,8614400793.0000000000000000,10000000000.0000000000000000,52191150.7233106312587165,7941827.1376015091990824,0.0060585932762405,-0.1260351416062114,0.0055845576576713,https://scan.thundercore.com/
selfkey,284,KEY,SelfKey,5304969445.7056370000000000,6000000000.0000000000000000,51309457.7770789260795302,22799390.4234821394160939,0.0096719610361967,7.1456339419622847,0.0092868248292963,https://etherscan.io/token/0x4cc19356f2d37338b9802aa8e8fc58b0373296e7
nuls,285,NULS,NULS,105801113.4190938200000000,210000000.0000000000000000,47887171.3785783326013521,8363649.6872489948939977,0.4526150040490612,-0.0722728033122269,0.4454139477758638,https://etherscan.io/token/0xb91318f35bdb262e9423bc7c7c2a3a93dd93c92c
komodo,286,KMD,Komodo,135953876.0193800000000000,,47702579.2950643124389705,1605554.8441675285834468,0.3508732571056995,0.5927885363229000,0.3429239686501196,https://kmdexplorer.io/
mxc,287,MXC,MXC,2642132371.4000000000000000,,47261024.6812128935490847,586233966.8413469954843649,0.0178874552966362,3.2656962673276906,0.0185423453559182,https://etherscan.io/token/0x5ca381bbfb58f0092df149bd3d243b08b9a8386e
taraxa,288,TARA,Taraxa,3856655202.0000000000000000,,46505704.7615416206750360,573145.1774388288019428,0.0120585591207180,-5.4965309141740743,0.0126462881557827,https://etherscan.io/token/0xf001937650bb4f62b57521824b2c20f5b91bea05
contentos,289,COS,Contentos,5114004014.0000000000000000,,46010212.7294329911684916,2804784.2603497491014684,0.0089969058693494,3.0467615601972784,0.0088597464119592,https://explorer.binance.org/asset/COS-2E4
tranchess,290,CHESS,Tranchess,155514296.0000000000000000,300000000.0000000000000000,45463821.9187865526956856,2998015.9893827795304001,0.2923449682001361,-1.2257397127904379,0.2913415605692025,https://bscscan.com/token/0x20de22029ab63cf9A7Cf5fEB2b737Ca1eE4c82A6
cellframe,291,CELL,Cellframe,28599167.9041012000000000,30300000.0000000000000000,45307083.0755655171827503,238158.2807716528971286,1.5842098353172141,-6.2486865056747593,1.5704301142986732,https://etherscan.io/token/0x26c8afbbfe1ebaca03c2bb082e69d0476bffe099
bitmax-token,292,ASD,ASD,660615274.0000000000000000,,44789980.5962923611540848,2174433.9042600652703070,0.0678004011700952,-2.0673434625160360,0.0678984248835902,https://etherscan.io/token/0xcca0c9c383076649604ee31b20248bc04fdf61ca
travala,293,AVA,AVA,52287358.0000000000000000,100000000.0000000000000000,44035922.6424564348436342,1582486.7458603447853812,0.8421906236390149,2.3620558670777968,0.8214304893749994,https://explorer.binance.org/asset/AVA-645
mdex,294,MDX,Mdex,950246937.3946000000000000,,43977395.8236840480404483,26475055.4140462813587178,0.0462799658626229,-2.7736880412428223,0.0487527625984759,https://hecoinfo.com/token/0x25d2e80cb6b86881fd7e07dd263fb79f4abe033c
velo,295,VELO,Velo,7390475595.0000000000000000,30000000000.0000000000000000,43618260.4274206680911595,3144114.9576620071421377,0.0059019558168801,0.8025950091376479,0.0059338637220678,https://stellar.expert/explorer/public/asset/VELO-GDM4RQUQQUVSKQA7S6EM7XBZP3FCGH4Q7CL6TABQ7B2BEJ5ERARM2M5M-1
wrapped-ncg,296,WNCG,Nine Chronicles,339608538.6100000000000000,1000000000.0000000000000000,42519196.2030115853918080,106082.9149344044679672,0.1252006100230590,5.4342937238745122,0.1221032920921736,https://etherscan.io/token/0xf203ca1769ca8e9e8fe1da9d147db68b6c919817
cream-finance,297,CREAM,Cream Finance,1855659.0000000000000000,2924546.0000000000000000,42034159.5077978087113587,117032.7683495601384251,22.6518770462664793,-2.6723707687793972,22.3208005958858152,
unifi-protocol-dao,298,UNFI,Unifi Protocol DAO,6518783.8667656600000000,10000000.0000000000000000,41677292.2225904414840717,10308367.9386680155799462,6.3934152557306552,1.6306809774912149,6.2815401292103251,https://bscscan.com/address/0x728C5baC3C3e370E372Fc4671f9ef6916b814d8B
stafi,299,FIS,StaFi,60452000.0000000000000000,133154175.0000000000000000,41361248.4344414514516000,8511470.2342941866598868,0.6841998351492333,-0.2893233678048519,0.6859884011489841,https://etherscan.io/token/0xef3a930e1ffffacd2fc13434ac81bd278b0ecc8d
ternoa,300,CAPS,Ternoa,1287030207.0000002000000000,,40604620.7914650012551100,405812.8090624105400890,0.0315490814206391,2.0402384296163693,0.0312174109736322,https://etherscan.io/token/0x03be5c903c727ee2c8c4e9bc0acc860cca4715e2
solanium,301,SLIM,Solanium,100000000.0000000000000000,100000000.0000000000000000,39609573.3696141700000000,577171.2670543893606808,0.3960957336961417,-7.7260869428222198,0.4066774539848463,https://explorer.solana.com/address/xxxxa1sKNGwFtw2kFn8XauW9xq8hBZ5kVtcSesTT9fW
paris-saint-germain-fan-token,302,PSG,Paris Saint-Germain Fan Token,7650668.0000000000000000,20000000.0000000000000000,38657194.9430776293480196,2109800.0559191201022451,5.0527868864624147,3.7829536944792230,4.8904144697694316,https://explorer.chiliz.com/tokens/0x6fc212cde3b420733a88496cbdbb15d85beab1ca/token_transfers
klever,303,KLV,Klever,8880780406.6548200000000000,10000000000.0000000000000000,38535428.2632813772039100,288591.8003049653316571,0.0043391939107519,-0.2113456447057480,0.0042980998323078,https://tronscan.org/#/token20/TVj7RNVHy6thbM7BWdSe9G6gXwKhjhdNZS
proton,304,XPR,XPR Network,25273226099.1675030000000000,,38341120.0081450213133212,475974.6021668243219346,0.0015170647331568,4.3434857397192398,0.0014896034982612,https://etherscan.io/token/0xd7efb00d12c2c13131fd319336fdf952525da2af
fox-token,305,FOX,FOX Token,377154162.4716418000000000,,37898934.2429218150944390,976315.0996576876123816,0.1004865861602984,2.5885925080188645,0.0963589779319806,https://etherscan.io/token/0xc770eefad204b5180df6a14ee197d99d808ee52d
hathor,306,HTR,Hathor,251120512.0000000000000000,927065512.0000000000000000,37472369.3190112373334400,944279.1592597550075184,0.1492206631014325,-5.6068969577045399,0.1584982023730787,https://explorer.hathor.network/
parsiq,307,PRQ,PARSIQ,210256872.0000000000000000,500000000.0000000000000000,36737701.9147214381138064,472892.1406313273765073,0.1747277107533562,-4.3281277557573758,0.1754918539467493,https://etherscan.io/token/0x362bc847A3a9637d3af6624EeC853618a43ed7D2#balances
adx-net,308,ADX,AdEx,142557533.6600000000000000,,36061762.3034403301694305,4119273.8993214701248015,0.2529628661326851,2.2207903168440144,0.2497148220076105,https://etherscan.io/token/0xADE00C28244d5CE17D72E40330B1c318cD12B7c3
dock,309,DOCK,Dock,876417166.3950550000000000,1000000000.0000000000000000,35910276.7787214878116713,1041830.9003572804042433,0.0409739541346849,2.9848552086721656,0.0397131092590228,https://etherscan.io/token/0xe5dada80aa6477e85d09747f2842f7993d0df71c
keep3rv1,310,KP3R,Keep3rV1,425178.0000000000000000,,34602267.6231424214598576,5013895.3673202533162099,81.3830151680999992,3.5017349341635704,78.2015135905391876,https://etherscan.io/token/0x1ceb5cb57c4d4e2b2433641b95dd330a33185a44
harvest-finance,311,FARM,Harvest Finance,684974.5347130000000000,,34342569.5858994652311281,1542130.8707147432296328,50.1370019548081226,1.3683776351761207,49.1514301784954411,
sentinel,312,DVPN,Sentinel,17521272330.0000000000000000,,34163388.4525346090135370,195890.4366358906827862,0.0019498234950689,5.7439215008721766,0.0018932708869860,https://etherscan.io/token/0xa44E5137293E855B1b7bC7E2C6f8cD796fFCB037
vite,313,VITE,VITE,1079356824.9271350000000000,,33411347.2604333964283543,1494065.8921679256443021,0.0309548672772685,1.3128714974704828,0.0307679939890773,https://etherscan.io/token/0x1b793E49237758dBD8b752AFC9Eb4b329d5Da016
hard-protocol,314,HARD,Kava Lend,134791668.0000000000000000,200000000.0000000000000000,33350405.1328167372874584,1655783.3690334856159156,0.2474218594343438,1.4443200839014120,0.2428052695374618,https://www.mintscan.io/kava
fio-protocol,315,FIO,FIO Protocol,742784427.7521493000000000,1000000000.0000000000000000,33071135.6873938065780519,4714238.6631801229150886,0.0445231946871521,4.8564903828090265,0.0434134038466557,https://fio.bloks.io/
pivx,316,PIVX,PIVX,81501914.9983304300000000,,33055048.2241862194668392,122154.5487977485986427,0.4055738840598206,1.1908591556607233,0.3984353658988225,https://explorer.pivx.org/
barnbridge,317,BOND,BarnBridge,7910262.2910151400000000,10000000.0000000000000000,32792342.3102916974145656,4249704.8387928188010206,4.1455442441572174,-0.3877408403069131,4.1096695582854599,https://etherscan.io/token/0x0391D2021f89DC339F60Fff84546EA23E337750f
metahero,318,HERO,Metahero,5750000000.0000000000000000,10000000000.0000000000000000,32395594.4825308750000000,1180967.9874073902809703,0.0056340164317445,6.5529139288188450,0.0053885468331127,https://bscscan.com/token/0xD40bEDb44C081D2935eebA6eF5a3c8A31A1bBE13
akropolis,319,AKRO,Akropolis,4436209629.9212020000000000,,29192458.5470123526227774,7298430.1148824472885798,0.0065804957344928,7.3776720722659787,0.0062811032179006,https://etherscan.io/token/0x8ab7404063ec4dbcfd4598215992dc3f8ec853d7
airswap,320,AST,AirSwap,174479533.4600000000000000,,28999841.2790045736302201,114512.4237490823666092,0.1662076961344746,1.1972590558940216,0.1626013304004173,https://etherscan.io/token/0x27054b13b1b798b345b591a4d22e6562d47ea75a
unilend,321,UFT,UniLend,47374678.4100000000000000,100000000.0000000000000000,28506738.9447895418500086,318848.3721762601976448,0.6017294449596147,-6.1482459737857895,0.6089106950201944,https://etherscan.io/token/0x0202Be363B8a4820f3F4DE7FaF5224fF05943AB1
dvision-network,322,DVI,Dvision Network,722796290.0000000000000000,1000000000.0000000000000000,27446066.7537258938199150,1330211.8394310795614699,0.0379720636830135,-2.2285085461281755,0.0389519942486286,https://etherscan.io/token/0x10633216e7e8281e33c86f02bf8e565a635d9770
phantasma,323,SOUL,Phantasma,124129197.6616305600000000,,27374640.4321396572358969,315552.5604871011329838,0.2205334518213953,-8.0902712855442251,0.2233815229864377,https://neotracker.io/asset/ed07cffad18f1308db51920d99a2af60ac66a7b3
kardiachain,324,KAI,KardiaChain,4775000000.0000000000000000,5000000000.0000000000000000,27371156.7708201000000000,308392.1820196066539231,0.0057321794284440,0.9820573034981104,0.0057008258661514,https://explorer.kardiachain.io/
newscrypto,325,NWC,Newscrypto,150400833.6986073300000000,280000000.0000000000000000,27117667.6770645445712496,149759.7709341596620564,0.1803026420146476,-1.2918938710642384,0.1783978418377638,https://stellar.expert/explorer/public/asset/NWC-GAAPUOQWOZAG3PENRN7FEPYWXVGJBJVBL6EUE2ZHN5TSY7WBXQDO7AY2
rmrk,326,RMRK,RMRK,9090948.6866900000000000,10000000.0000000000000000,26489527.5176026817242235,288331.0228265223054132,2.9138353356218840,-6.6921542440919061,2.9705220846578534,https://statemine.statescan.io/asset/8
troy,327,TROY,TROY,8625000000.0000000000000000,,26419240.5233661000000000,3099540.0738348515014834,0.0030631003505352,4.2267477603829706,0.0029445063177311,https://explorer.binance.org/asset/TROY-9B8
gifto,328,GFT,Gifto,999271531.5800100000000000,,26362740.3806666349999149,3354936.5499325854270548,0.0263819588045132,-0.4720458131070356,0.0268963348626246,https://etherscan.io/token/0xc5bbae50781be1669306b9e001eff57a2957b09d
yearn-finance-ii,329,YFII,DFI.Money,38596.0000000000000000,39375.0000000000000000,26219879.2437730636654464,5528029.1132073545449061,679.3418811216981984,2.9745661684549563,677.9289286545129108,https://etherscan.io/token/0xa1d0E215a23d7030842FC67cE582a6aFa3CCaB83
the-force-protocol,330,FOR,ForTube,795000000.0000000000000000,1000000000.0000000000000000,26019230.1563906880000000,2141338.4037609842716065,0.0327285913916864,-0.5466300134090710,0.0320523944034981,https://etherscan.io/token/0x1fcdce58959f536621d76f5b7ffb955baa5a672f
firo,331,FIRO,Firo,13475306.2502649400000000,21400000.0000000000000000,25395754.6922476872434430,1486582.9383467662789663,1.8846142878384213,1.7420576481547511,1.8274423680312460,https://explorer.firo.org/
dforce,332,DF,dForce,432032331.9451220000000000,999934977.0000000000000000,24883781.8902711948544801,1913183.8524813463516454,0.0575970362640174,1.4307737708386101,0.0562649773185074,https://etherscan.io/token/0x431ad2ff6a9c365805ebad47ee021148d6f7dbe0
voyager-token,333,VGX,Voyager Token,210532091.9000000000000000,279387971.0000000000000000,24479184.9454920198260549,5443804.0852603886363927,0.1162729383657068,1.5531959941638347,0.1148948656941141,https://etherscan.io/token/0x5af2be193a6abca9c8817001f45744777db30756
ferrum-network,334,FRM,Ferrum Network,264704233.5590651000000000,,23836087.1526525793544486,458836.4470097628424269,0.0900480012433722,1.3131669300409442,0.0886552177218988,https://etherscan.io/token/0xe5caef4af8780e59df925470b050fb23c43ca68c
trustswap,335,SWAP,TrustSwap,99995164.2670812500000000,99995164.2670812500000000,23420671.2652458553103926,216290.1719579009189861,0.2342180388112630,3.9719916116340615,0.2273681315510148,https://etherscan.io/token/0xcc4304a31d09258b0029ea7fe63d032f52e44efe
deeper-network,336,DPR,Deeper Network,2437804220.5540400000000000,10000000000.0000000000000000,21329194.3415213273488176,188852.3900580755222387,0.0087493467119660,-1.8104593892896123,0.0087982426918952,https://etherscan.io/token/0xf3ae5d769e153ef72b4e3591ac004e89f48107a1
yield-app,337,YLD,Yield App,265402333.6216767700000000,300000000.0000000000000000,20129306.6295332255974341,298059.6876524227687804,0.0758444975025237,1.2705884878438757,0.0758573438103868,https://etherscan.io/token/0xF94b5C5651c888d928439aB6514B93944eEE6F48
suku,338,SUKU,Suku,178403406.7949236000000000,,19986606.9192212801602523,620764.5238407566632795,0.1120304106198828,-3.3193590619478773,0.1125304787067867,https://etherscan.io/token/0x0763fdCCF1aE541A5961815C0872A8c5Bc6DE4d7
kryll,339,KRL,Kryll,38446598.0000000000000000,49417348.0000000000000000,19706775.6639835511927952,322689.6519029769862817,0.5125752781555224,-3.5199110580554807,0.5129934247843439,https://etherscan.io/token/0x464eBE77c293E473B48cFe96dDCf88fcF7bFDAC0
revv,340,REVV,REVV,1190694705.0107160000000000,3000000000.0000000000000000,18858421.8336548490196201,331162.4434136791330372,0.0158381672096922,2.6213150002691367,0.0156362841687102,https://etherscan.io/token/0x557b933a7c2c45672b610f8954a3deb39a51a8ca
hapi-one,341,HAPI,HAPI Protocol,713361.6901946600000000,,18173674.2181401441030472,403918.7724884297400735,25.4761006484395964,-5.8892358403500667,26.6251718229786653,https://etherscan.io/token/0xd9c2d319cd7e6177336b0a9c93c21cb48d84fb54
solve,342,SOLVE,SOLVE,700125012.5107346000000000,1000000000.0000000000000000,17714143.1734775768720508,148683.3053685286959347,0.0253014002598657,2.8660594315326309,0.0248558940982968,https://etherscan.io/token/0x446c9033e7516d820cc9a2ce2d0b7328b579406f
burger-swap,343,BURGER,BurgerCities,20624800.8434101300000000,210000000.0000000000000000,17596749.3563667287630921,3287277.1793988457469163,0.8531839647794272,1.2648971495221502,0.8384052791201701,https://www.bscscan.com/token/0xAe9269f27437f0fcBC232d39Ec814844a51d6b8f
lambda,344,LAMB,Lambda,1646414197.7241733000000000,10000000000.0000000000000000,17490893.1139230266603622,791113.8948336911950455,0.0106236286944686,-1.2081387185749029,0.0107576327792872,https://explorer.binance.org/asset/LAMB-46C
powerpool,345,CVP,PowerPool,31016993.0000000000000000,,17271790.8962886040657918,1834300.0872817117016175,0.5568493018097726,1.8595803382160263,0.5424567694585855,https://etherscan.io/token/0x38e4adB44ef08F22F5B5b76A8f0c2d0dCbE7DcA1
nimiq,346,NIM,Nimiq,10448026767.8056500000000000,21000000000.0000000000000000,17056334.4193763765151510,120491.2462343966098099,0.0016324933691722,5.6473875790325539,0.0015893041143250,https://nimiq.watch
bytom,347,BTM,Bytom,1640515591.9100000000000000,2100000000.0000000000000000,16520583.5440419462554921,310848.0097711991794325,0.0100703605778032,8.0414171966384600,0.0097806829862492,https://etherscan.io/token/0xcb97e65f07da24d46bcdd078ebebd7c6e6e3d750
